Advertiser,Advertiser Name,Region,Region Name,Imps,Clicks
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,7492,24
382,FILSON,US-NC,North Carolina,7493,294
381,MODERNTREASURY-MDG-TRADR,US-KS,Kansas,7495,73
358,VISITDENVER,US-IN,Indiana,7496,31
358,VISITDENVER,US-MS,Mississippi,7496,20
252,SMARTBIZ-MDG-TRADR,US-NJ,New Jersey,7500,14
358,VISITDENVER,US-CA,California,7513,18
364,SCOOTER-KARSHHAGAN,US-IA,Iowa,7513,64
358,VISITDENVER,US-IN,Indiana,7515,26
358,VISITDENVER,US-GA,Georgia,7517,41
274,BOBOS,US-HI,Hawaii,7517,25
358,VISITDENVER,US-SC,South Carolina,7517,41
382,FILSON,US-IN,Indiana,7519,208
356,STARFACE-MDG-TRADR,US-WA,Washington,7522,98
358,VISITDENVER,US-CT,Connecticut,7527,47
358,VISITDENVER,US-WI,Wisconsin,7527,15
295,BENCHMADE,US-NY,New York,7529,48
49,FJALLRAVEN,US-NC,North Carolina,7532,441
274,BOBOS,US-AZ,Arizona,7536,46
174,POSITEC-WORX-TRADR,US-CA,California,7537,116
358,VISITDENVER,US-CO,Colorado,7539,14
358,VISITDENVER,US-WA,Washington,7540,18
358,VISITDENVER,US-LA,Louisiana,7542,27
358,VISITDENVER,US-NY,New York,7543,17
358,VISITDENVER,US-OH,Ohio,7544,25
381,MODERNTREASURY-MDG-TRADR,US-CO,Colorado,7545,51
358,VISITDENVER,US-CO,Colorado,7546,20
256,SHEEX-MDG-TRADR,US-VA,Virginia,7548,217
49,FJALLRAVEN,US-VA,Virginia,7549,618
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,7551,0
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,7556,37
349,WINE ENTHUSIAST,US-CA,California,7557,19
358,VISITDENVER,US-ME,Maine,7557,11
174,POSITEC-WORX-TRADR,US-ID,Idaho,7559,102
358,VISITDENVER,US-SD,South Dakota,7559,28
358,VISITDENVER,US-AR,Arkansas,7561,29
349,WINE ENTHUSIAST,US-CA,California,7562,8
358,VISITDENVER,US-VA,Virginia,7562,30
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,7566,68
174,POSITEC-WORX-TRADR,US-TX,Texas,7571,206
358,VISITDENVER,US-NH,New Hampshire,7572,44
274,BOBOS,US-NJ,New Jersey,7575,88
174,POSITEC-WORX-TRADR,US-FL,Florida,7576,426
381,MODERNTREASURY-MDG-TRADR,US-NV,Nevada,7576,72
358,VISITDENVER,US-WI,Wisconsin,7579,32
358,VISITDENVER,US-NY,New York,7581,11
349,WINE ENTHUSIAST,US-OR,Oregon,7584,13
256,SHEEX-MDG-TRADR,US-TX,Texas,7584,223
381,MODERNTREASURY-MDG-TRADR,US-GA,Georgia,7586,24
358,VISITDENVER,US-FL,Florida,7587,23
358,VISITDENVER,US-IL,Illinois,7589,27
358,VISITDENVER,US-MN,Minnesota,7590,33
49,FJALLRAVEN,US-CO,Colorado,7592,124
381,MODERNTREASURY-MDG-TRADR,US-NJ,New Jersey,7592,36
358,VISITDENVER,US-MA,Massachusetts,7593,18
174,POSITEC-WORX-TRADR,US-CA,California,7594,93
358,VISITDENVER,US-WI,Wisconsin,7599,35
174,POSITEC-WORX-TRADR,US-KS,Kansas,7602,91
358,VISITDENVER,US-MS,Mississippi,7606,27
358,VISITDENVER,US-SD,South Dakota,7609,43
274,BOBOS,US-HI,Hawaii,7611,35
174,POSITEC-WORX-TRADR,US-WY,Wyoming,7611,67
49,FJALLRAVEN,US-UT,Utah,7614,160
358,VISITDENVER,US-FL,Florida,7615,25
358,VISITDENVER,US-GA,Georgia,7616,46
174,POSITEC-WORX-TRADR,US-WV,West Virginia,7616,372
358,VISITDENVER,US-CA,California,7619,41
256,SHEEX-MDG-TRADR,US-VA,Virginia,7622,257
358,VISITDENVER,US-CO,Colorado,7625,4
358,VISITDENVER,US-NY,New York,7628,18
358,VISITDENVER,US-NE,Nebraska,7630,28
358,VISITDENVER,US-NJ,New Jersey,7630,20
358,VISITDENVER,US-MO,Missouri,7631,34
358,VISITDENVER,US-FL,Florida,7632,40
358,VISITDENVER,US-OH,Ohio,7632,31
364,SCOOTER-KARSHHAGAN,US-TX,Texas,7633,108
358,VISITDENVER,US-WA,Washington,7636,29
358,VISITDENVER,US-NJ,New Jersey,7637,18
358,VISITDENVER,US-OH,Ohio,7637,23
381,MODERNTREASURY-MDG-TRADR,US-TX,Texas,7637,56
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,7638,49
295,BENCHMADE,US-AZ,Arizona,7639,16
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,7640,0
298,ANON,US-CA,California,7643,42
358,VISITDENVER,US-RI,Rhode Island,7644,37
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,7645,10
358,VISITDENVER,US-IL,Illinois,7649,35
358,VISITDENVER,US-WV,West Virginia,7651,38
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,7653,55
358,VISITDENVER,US-NJ,New Jersey,7655,24
358,VISITDENVER,US-NC,North Carolina,7656,32
358,VISITDENVER,US-NY,New York,7657,11
349,WINE ENTHUSIAST,US-AZ,Arizona,7658,11
358,VISITDENVER,US-AL,Alabama,7659,22
49,FJALLRAVEN,CA-AB,Alberta,7659,790
256,SHEEX-MDG-TRADR,US-AZ,Arizona,7660,194
256,SHEEX-MDG-TRADR,US-KS,Kansas,7660,238
274,BOBOS,US-WY,Wyoming,7662,41
174,POSITEC-WORX-TRADR,US-WA,Washington,7666,100
358,VISITDENVER,US-VA,Virginia,7669,21
358,VISITDENVER,US-MN,Minnesota,7672,33
358,VISITDENVER,US-HI,Hawaii,7673,26
256,SHEEX-MDG-TRADR,US-CA,California,7674,137
252,SMARTBIZ-MDG-TRADR,US-WA,Washington,7677,14
174,POSITEC-WORX-TRADR,US-CA,California,7678,111
381,MODERNTREASURY-MDG-TRADR,US-KS,Kansas,7678,40
349,WINE ENTHUSIAST,US-ID,Idaho,7679,16
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,7680,59
358,VISITDENVER,US-MA,Massachusetts,7682,17
358,VISITDENVER,US-AR,Arkansas,7684,23
358,VISITDENVER,US-PA,Pennsylvania,7686,30
364,SCOOTER-KARSHHAGAN,US-TX,Texas,7687,73
182,ZIPRECRUITER-MDG-TRADR,US-MD,Maryland,7688,1
358,VISITDENVER,US-PA,Pennsylvania,7695,15
364,SCOOTER-KARSHHAGAN,US-MO,Missouri,7696,56
182,ZIPRECRUITER-MDG-TRADR,US-IA,Iowa,7698,0
174,POSITEC-WORX-TRADR,US-MI,Michigan,7701,313
182,ZIPRECRUITER-MDG-TRADR,US-WY,Wyoming,7701,0
358,VISITDENVER,US-ME,Maine,7705,23
182,ZIPRECRUITER-MDG-TRADR,US-LA,Louisiana,7706,0
358,VISITDENVER,US-TX,Texas,7706,22
358,VISITDENVER,US-AL,Alabama,7707,42
381,MODERNTREASURY-MDG-TRADR,US-CA,California,7709,83
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,7710,12
356,STARFACE-MDG-TRADR,US-NY,New York,7714,73
349,WINE ENTHUSIAST,US-CO,Colorado,7717,14
358,VISITDENVER,US-OH,Ohio,7717,49
351,PINNACLEBANK&BOC-KARSHHAGAN,US-NE,Nebraska,7718,211
358,VISITDENVER,US-OK,Oklahoma,7719,33
256,SHEEX-MDG-TRADR,US-CA,California,7733,213
349,WINE ENTHUSIAST,US-CA,California,7735,14
252,SMARTBIZ-MDG-TRADR,US-NV,Nevada,7738,18
356,STARFACE-MDG-TRADR,US-MN,Minnesota,7742,119
358,VISITDENVER,US-NJ,New Jersey,7743,35
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,7744,18
382,FILSON,US-AZ,Arizona,7745,277
358,VISITDENVER,US-AZ,Arizona,7745,29
358,VISITDENVER,US-MD,Maryland,7746,33
358,VISITDENVER,US-OH,Ohio,7746,2
358,VISITDENVER,US-WV,West Virginia,7746,28
182,ZIPRECRUITER-MDG-TRADR,US-HI,Hawaii,7747,1
358,VISITDENVER,US-TX,Texas,7747,22
174,POSITEC-WORX-TRADR,US-CO,Colorado,7750,58
256,SHEEX-MDG-TRADR,US-IL,Illinois,7750,239
358,VISITDENVER,US-WV,West Virginia,7751,33
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,7752,92
182,ZIPRECRUITER-MDG-TRADR,US-OR,Oregon,7753,0
382,FILSON,US-GA,Georgia,7754,187
358,VISITDENVER,US-NJ,New Jersey,7756,10
252,SMARTBIZ-MDG-TRADR,US-CO,Colorado,7758,20
356,STARFACE-MDG-TRADR,US-TN,Tennessee,7758,70
358,VISITDENVER,US-NY,New York,7763,19
182,ZIPRECRUITER-MDG-TRADR,US-AZ,Arizona,7765,0
381,MODERNTREASURY-MDG-TRADR,US-AZ,Arizona,7766,61
382,FILSON,US-GA,Georgia,7766,1153
358,VISITDENVER,US-SD,South Dakota,7766,23
358,VISITDENVER,US-AR,Arkansas,7767,41
256,SHEEX-MDG-TRADR,US-FL,Florida,7767,234
349,WINE ENTHUSIAST,US-NY,New York,7767,21
174,POSITEC-WORX-TRADR,US-FL,Florida,7769,164
358,VISITDENVER,US-OH,Ohio,7769,50
358,VISITDENVER,US-CO,Colorado,7770,19
358,VISITDENVER,US-OR,Oregon,7774,36
182,ZIPRECRUITER-MDG-TRADR,US-OR,Oregon,7776,1
182,ZIPRECRUITER-MDG-TRADR,US-RI,Rhode Island,7776,2
295,BENCHMADE,US-GA,Georgia,7778,40
358,VISITDENVER,US-PA,Pennsylvania,7778,34
359,THEGREAT,US-CA,California,7779,424
256,SHEEX-MDG-TRADR,US-OR,Oregon,7779,201
351,PINNACLEBANK&BOC-KARSHHAGAN,US-NE,Nebraska,7782,25
256,SHEEX-MDG-TRADR,US-OH,Ohio,7784,254
49,FJALLRAVEN,CA-ON,Ontario,7784,485
358,VISITDENVER,US-MI,Michigan,7785,21
349,WINE ENTHUSIAST,US-CA,California,7787,16
358,VISITDENVER,US-MD,Maryland,7789,26
358,VISITDENVER,US-GA,Georgia,7792,15
358,VISITDENVER,US-AZ,Arizona,7793,26
358,VISITDENVER,US-NC,North Carolina,7793,24
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,7803,0
174,POSITEC-WORX-TRADR,US-NC,North Carolina,7804,351
358,VISITDENVER,US-FL,Florida,7808,18
358,VISITDENVER,US-NC,North Carolina,7810,24
174,POSITEC-WORX-TRADR,US-CA,California,7811,70
358,VISITDENVER,US-LA,Louisiana,7811,18
358,VISITDENVER,US-NC,North Carolina,7812,28
174,POSITEC-WORX-TRADR,US-VA,Virginia,7814,283
174,POSITEC-WORX-TRADR,US-OH,Ohio,7820,255
274,BOBOS,US-WA,Washington,7820,111
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,7822,31
174,POSITEC-WORX-TRADR,US-MA,Massachusetts,7822,428
358,VISITDENVER,US-KY,Kentucky,7826,22
358,VISITDENVER,US-GA,Georgia,7828,47
358,VISITDENVER,US-UT,Utah,7829,33
174,POSITEC-WORX-TRADR,US-CA,California,7835,45
349,WINE ENTHUSIAST,US-CA,California,7838,8
358,VISITDENVER,US-TX,Texas,7842,18
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,7844,2
358,VISITDENVER,US-KY,Kentucky,7846,48
358,VISITDENVER,US-MI,Michigan,7846,48
358,VISITDENVER,US-ME,Maine,7847,38
381,MODERNTREASURY-MDG-TRADR,US-CA,California,7848,73
174,POSITEC-WORX-TRADR,US-SC,South Carolina,7848,178
349,WINE ENTHUSIAST,US-TX,Texas,7848,14
358,VISITDENVER,US-DE,Delaware,7849,48
358,VISITDENVER,US-TX,Texas,7849,28
358,VISITDENVER,US-MI,Michigan,7852,21
381,MODERNTREASURY-MDG-TRADR,US-NJ,New Jersey,7852,53
174,POSITEC-WORX-TRADR,US-CA,California,7854,60
358,VISITDENVER,US-MI,Michigan,7854,28
182,ZIPRECRUITER-MDG-TRADR,US-NC,North Carolina,7854,0
358,VISITDENVER,US-CA,California,7855,12
382,FILSON,US-AK,Alaska,7856,250
358,VISITDENVER,US-FL,Florida,7856,13
381,MODERNTREASURY-MDG-TRADR,US-CA,California,7860,86
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,7862,69
49,FJALLRAVEN,CA-ON,Ontario,7866,1009
256,SHEEX-MDG-TRADR,US-FL,Florida,7868,212
358,VISITDENVER,US-NY,New York,7868,14
358,VISITDENVER,US-NY,New York,7868,25
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,7868,71
358,VISITDENVER,US-PA,Pennsylvania,7871,27
351,PINNACLEBANK&BOC-KARSHHAGAN,US-WY,Wyoming,7871,88
358,VISITDENVER,US-MA,Massachusetts,7872,34
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,7874,0
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,7876,24
252,SMARTBIZ-MDG-TRADR,US-AZ,Arizona,7877,24
358,VISITDENVER,US-SD,South Dakota,7879,25
325,STAUD,US-CO,Colorado,7880,306
358,VISITDENVER,US-SC,South Carolina,7881,30
358,VISITDENVER,US-AZ,Arizona,7886,16
358,VISITDENVER,US-KY,Kentucky,7888,27
381,MODERNTREASURY-MDG-TRADR,US-NY,New York,7891,78
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,7893,0
358,VISITDENVER,US-NJ,New Jersey,7893,18
382,FILSON,US-CA,California,7898,456
358,VISITDENVER,US-MA,Massachusetts,7898,34
358,VISITDENVER,US-IL,Illinois,7904,13
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,7906,31
358,VISITDENVER,US-OK,Oklahoma,7913,27
174,POSITEC-WORX-TRADR,US-GA,Georgia,7914,294
358,VISITDENVER,US-TX,Texas,7917,26
358,VISITDENVER,US-NH,New Hampshire,7918,44
382,FILSON,US-MI,Michigan,7921,750
358,VISITDENVER,US-ME,Maine,7922,24
385,DUKECANNON,US-TX,Texas,7923,722
295,BENCHMADE,US-WI,Wisconsin,7923,27
174,POSITEC-WORX-TRADR,US-FL,Florida,7926,318
174,POSITEC-WORX-TRADR,US-HI,Hawaii,7931,42
358,VISITDENVER,US-NJ,New Jersey,7935,19
49,FJALLRAVEN,US-MA,Massachusetts,7940,645
381,MODERNTREASURY-MDG-TRADR,US-MI,Michigan,7946,32
364,SCOOTER-KARSHHAGAN,US-NE,Nebraska,7952,70
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,7958,0
381,MODERNTREASURY-MDG-TRADR,US-WA,Washington,7958,57
358,VISITDENVER,US-IL,Illinois,7960,14
358,VISITDENVER,US-MN,Minnesota,7970,47
351,PINNACLEBANK&BOC-KARSHHAGAN,US-CO,Colorado,7973,281
382,FILSON,US-CO,Colorado,7974,171
358,VISITDENVER,US-MA,Massachusetts,7974,28
351,PINNACLEBANK&BOC-KARSHHAGAN,US-CO,Colorado,7976,249
174,POSITEC-WORX-TRADR,US-VA,Virginia,7977,393
381,MODERNTREASURY-MDG-TRADR,US-WI,Wisconsin,7981,138
358,VISITDENVER,US-OH,Ohio,7982,37
382,FILSON,US-AL,Alabama,7984,192
349,WINE ENTHUSIAST,US-OR,Oregon,7986,21
358,VISITDENVER,US-TX,Texas,7986,33
385,DUKECANNON,US-MO,Missouri,7987,704
358,VISITDENVER,US-IL,Illinois,7988,24
174,POSITEC-WORX-TRADR,US-NY,New York,7988,364
358,VISITDENVER,US-OR,Oregon,7988,41
358,VISITDENVER,US-NV,Nevada,7991,36
174,POSITEC-WORX-TRADR,US-NY,New York,7992,8
174,POSITEC-WORX-TRADR,US-FL,Florida,7996,342
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,8007,100
358,VISITDENVER,US-NH,New Hampshire,8008,44
358,VISITDENVER,US-TX,Texas,8008,19
49,FJALLRAVEN,CA-BC,British Columbia,8009,240
358,VISITDENVER,US-NH,New Hampshire,8011,27
382,FILSON,US-TX,Texas,8012,178
358,VISITDENVER,US-OK,Oklahoma,8015,42
358,VISITDENVER,US-MI,Michigan,8018,32
358,VISITDENVER,US-OK,Oklahoma,8018,30
358,VISITDENVER,US-OR,Oregon,8018,39
358,VISITDENVER,US-KY,Kentucky,8021,27
349,WINE ENTHUSIAST,US-CA,California,8023,14
358,VISITDENVER,US-GA,Georgia,8023,34
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,8025,0
252,SMARTBIZ-MDG-TRADR,US-CO,Colorado,8029,30
358,VISITDENVER,US-CO,Colorado,8032,10
381,MODERNTREASURY-MDG-TRADR,US-IL,Illinois,8034,32
174,POSITEC-WORX-TRADR,US-MT,Montana,8034,180
356,STARFACE-MDG-TRADR,US-ID,Idaho,8035,90
356,STARFACE-MDG-TRADR,US-MD,Maryland,8040,25
358,VISITDENVER,US-TX,Texas,8044,21
358,VISITDENVER,US-WA,Washington,8046,17
358,VISITDENVER,US-NJ,New Jersey,8047,22
358,VISITDENVER,US-NJ,New Jersey,8049,17
381,MODERNTREASURY-MDG-TRADR,US-OH,Ohio,8050,95
274,BOBOS,US-TX,Texas,8055,130
358,VISITDENVER,US-NJ,New Jersey,8059,22
358,VISITDENVER,US-CO,Colorado,8062,22
358,VISITDENVER,US-NY,New York,8063,3
182,ZIPRECRUITER-MDG-TRADR,US-OK,Oklahoma,8066,0
256,SHEEX-MDG-TRADR,US-FL,Florida,8071,248
358,VISITDENVER,US-WV,West Virginia,8074,23
358,VISITDENVER,US-CO,Colorado,8075,15
381,MODERNTREASURY-MDG-TRADR,US-MI,Michigan,8078,138
381,MODERNTREASURY-MDG-TRADR,US-CA,California,8079,106
252,SMARTBIZ-MDG-TRADR,US-NC,North Carolina,8083,18
274,BOBOS,US-HI,Hawaii,8086,34
256,SHEEX-MDG-TRADR,US-NJ,New Jersey,8088,273
356,STARFACE-MDG-TRADR,US-CO,Colorado,8090,100
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,8091,51
49,FJALLRAVEN,US-CA,California,8099,792
382,FILSON,US-GA,Georgia,8099,260
256,SHEEX-MDG-TRADR,US-TX,Texas,8101,278
295,BENCHMADE,US-UT,Utah,8104,19
381,MODERNTREASURY-MDG-TRADR,US-GA,Georgia,8106,64
358,VISITDENVER,US-MD,Maryland,8118,41
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,8121,64
358,VISITDENVER,US-WV,West Virginia,8121,33
358,VISITDENVER,US-LA,Louisiana,8123,19
358,VISITDENVER,US-NY,New York,8123,9
358,VISITDENVER,US-OK,Oklahoma,8129,22
349,WINE ENTHUSIAST,US-CO,Colorado,8133,7
358,VISITDENVER,US-TX,Texas,8136,28
182,ZIPRECRUITER-MDG-TRADR,US-MI,Michigan,8138,0
358,VISITDENVER,US-MT,Montana,8140,43
356,STARFACE-MDG-TRADR,US-MD,Maryland,8141,167
325,STAUD,US-FL,Florida,8144,645
358,VISITDENVER,US-AL,Alabama,8148,24
256,SHEEX-MDG-TRADR,US-CO,Colorado,8152,188
358,VISITDENVER,US-NC,North Carolina,8152,46
182,ZIPRECRUITER-MDG-TRADR,US-TN,Tennessee,8152,0
325,STAUD,US-NC,North Carolina,8158,725
358,VISITDENVER,US-CO,Colorado,8161,22
358,VISITDENVER,US-OH,Ohio,8167,48
359,THEGREAT,US-FL,Florida,8168,240
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,8168,0
358,VISITDENVER,US-CT,Connecticut,8172,30
358,VISITDENVER,US-ME,Maine,8174,28
256,SHEEX-MDG-TRADR,US-NY,New York,8181,315
358,VISITDENVER,US-PA,Pennsylvania,8183,44
358,VISITDENVER,US-CA,California,8184,7
358,VISITDENVER,US-IL,Illinois,8184,21
358,VISITDENVER,US-OR,Oregon,8185,28
174,POSITEC-WORX-TRADR,US-IA,Iowa,8195,306
358,VISITDENVER,US-IL,Illinois,8197,35
356,STARFACE-MDG-TRADR,US-AZ,Arizona,8198,184
364,SCOOTER-KARSHHAGAN,US-KS,Kansas,8198,60
325,STAUD,US-TN,Tennessee,8201,472
364,SCOOTER-KARSHHAGAN,US-AL,Alabama,8205,128
49,FJALLRAVEN,US-OK,Oklahoma,8208,325
358,VISITDENVER,US-MS,Mississippi,8212,29
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,8216,25
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,8217,0
358,VISITDENVER,US-PA,Pennsylvania,8218,48
358,VISITDENVER,US-NJ,New Jersey,8220,46
382,FILSON,US-WA,Washington,8221,504
174,POSITEC-WORX-TRADR,US-OR,Oregon,8229,94
